geoid,cbsa,metro_name,hri,interval,year
26081000012,24340,"Grand Rapids-Wyoming, MI",3.02175904262,3,2000
21111000015,31140,"Louisville/Jefferson County, KY-IN",3.02201472595,3,2000
39049000060,18140,"Columbus, OH",3.02206076035,3,2000
36047000476,35614,"New York-Jersey City-White Plains, NY-NJ",3.02214459967,3,2000
06037004615,31084,"Los Angeles-Long Beach-Glendale, CA",3.02221196349,3,2000
17031002425,16974,"Chicago-Naperville-Arlington Heights, IL",3.02230344835,3,2000
06037620902,31084,"Los Angeles-Long Beach-Glendale, CA",3.02278314961,3,2000
47065000024,16860,"Chattanooga, TN-GA",3.02285096039,3,2000
06073000057,41740,"San Diego-Carlsbad, CA",3.0228811538,3,2000
06037005403,31084,"Los Angeles-Long Beach-Glendale, CA",3.0232417608,3,2000
06075000232,41884,"San Francisco-Redwood City-South San Francisco, CA",3.02326878512,3,2000
36047000336,35614,"New York-Jersey City-White Plains, NY-NJ",3.02331366329,3,2000
34017000151,35614,"New York-Jersey City-White Plains, NY-NJ",3.02331463812,3,2000
27053001039,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.02347580418,3,2000
34003000312,35614,"New York-Jersey City-White Plains, NY-NJ",3.02382297935,3,2000
39035102402,17460,"Cleveland-Elyria, OH",3.0242431286300002,3,2000
25025000911,14454,"Boston, MA",3.02439939736,3,2000
13121000085,12060,"Atlanta-Sandy Springs-Roswell, GA",3.0246352455,3,2000
36085020803,35614,"New York-Jersey City-White Plains, NY-NJ",3.02465420143,3,2000
25025010401,14454,"Boston, MA",3.02493976564,3,2000
17031002713,16974,"Chicago-Naperville-Arlington Heights, IL",3.02494917505,3,2000
36081000884,35614,"New York-Jersey City-White Plains, NY-NJ",3.02498263728,3,2000
26065002901,29620,"Lansing-East Lansing, MI",3.02506757495,3,2000
06037240020,31084,"Los Angeles-Long Beach-Glendale, CA",3.02507373422,3,2000
09009003515,35300,"New Haven-Milford, CT",3.02527973816,3,2000
17031004805,16974,"Chicago-Naperville-Arlington Heights, IL",3.02542170259,3,2000
39093000224,17460,"Cleveland-Elyria, OH",3.02550609459,3,2000
36081000457,35614,"New York-Jersey City-White Plains, NY-NJ",3.02553107803,3,2000
17031006121,16974,"Chicago-Naperville-Arlington Heights, IL",3.02560049803,3,2000
05119000009,30780,"Little Rock-North Little Rock-Conway, AR",3.02566724441,3,2000
36085018701,35614,"New York-Jersey City-White Plains, NY-NJ",3.02574030296,3,2000
42003004687,38300,"Pittsburgh, PA",3.02576900854,3,2000
36063000212,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",3.02599107954,3,2000
26163005076,19804,"Detroit-Dearborn-Livonia, MI",3.02616249824,3,2000
39023000003,44220,"Springfield, OH",3.02623519413,3,2000
42101000062,37964,"Philadelphia, PA",3.02624680926,3,2000
26163005752,19804,"Detroit-Dearborn-Livonia, MI",3.02633728745,3,2000
20177000010,45820,"Topeka, KS",3.02649053162,3,2000
17031007115,16974,"Chicago-Naperville-Arlington Heights, IL",3.02652010732,3,2000
36005000177,35614,"New York-Jersey City-White Plains, NY-NJ",3.02654565349,3,2000
26163005185,19804,"Detroit-Dearborn-Livonia, MI",3.02657380422,3,2000
24510002003,12580,"Baltimore-Columbia-Towson, MD",3.02691532584,3,2000
26081000022,24340,"Grand Rapids-Wyoming, MI",3.02734180899,3,2000
42003004868,38300,"Pittsburgh, PA",3.02762624111,3,2000
36047059402,35614,"New York-Jersey City-White Plains, NY-NJ",3.02772092601,3,2000
06075026301,41884,"San Francisco-Redwood City-South San Francisco, CA",3.02797001597,3,2000
06085500901,41940,"San Jose-Sunnyvale-Santa Clara, CA",3.02824414231,3,2000
51710000014,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",3.02860651166,3,2000
06037002215,31084,"Los Angeles-Long Beach-Glendale, CA",3.02870706161,3,2000
17031000109,16974,"Chicago-Naperville-Arlington Heights, IL",3.02892712828,3,2000
34013000009,35084,"Newark, NJ-PA",3.02902226683,3,2000
08031003602,19740,"Denver-Aurora-Lakewood, CO",3.02904726011,3,2000
36047000242,35614,"New York-Jersey City-White Plains, NY-NJ",3.02920468166,3,2000
36081000545,35614,"New York-Jersey City-White Plains, NY-NJ",3.02924391923,3,2000
49057002003,36260,"Ogden-Clearfield, UT",3.0292662834,3,2000
26163005692,19804,"Detroit-Dearborn-Livonia, MI",3.02929947889,3,2000
37081000113,24660,"Greensboro-High Point, NC",3.02943067155,3,2000
31109000005,30700,"Lincoln, NE",3.02945866558,3,2000
39153005017,10420,"Akron, OH",3.02962004656,3,2000
36005000420,35614,"New York-Jersey City-White Plains, NY-NJ",3.02991221559,3,2000
06037431001,31084,"Los Angeles-Long Beach-Glendale, CA",3.02994882175,3,2000
33011000021,31700,"Manchester-Nashua, NH",3.03014288143,3,2000
34003028001,35614,"New York-Jersey City-White Plains, NY-NJ",3.030280307,3,2000
01073000037,13820,"Birmingham-Hoover, AL",3.03052007195,3,2000
26163005541,19804,"Detroit-Dearborn-Livonia, MI",3.03061321748,3,2000
39035001163,17460,"Cleveland-Elyria, OH",3.03077390099,3,2000
17031002716,16974,"Chicago-Naperville-Arlington Heights, IL",3.03097755856,3,2000
25023005112,14454,"Boston, MA",3.03101222045,3,2000
06037002318,31084,"Los Angeles-Long Beach-Glendale, CA",3.03116119891,3,2000
25009002610,15764,"Cambridge-Newton-Framingham, MA",3.03165781653,3,2000
42101000244,37964,"Philadelphia, PA",3.03171615781,3,2000
36015000009,21300,"Elmira, NY",3.03199681935,3,2000
36047000092,35614,"New York-Jersey City-White Plains, NY-NJ",3.03214312889,3,2000
13089000225,12060,"Atlanta-Sandy Springs-Roswell, GA",3.03241539318,3,2000
26145000004,40980,"Saginaw, MI",3.03248593406,3,2000
42003004689,38300,"Pittsburgh, PA",3.0325864482,3,2000
36063000214,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",3.03259506885,3,2000
06037540501,31084,"Los Angeles-Long Beach-Glendale, CA",3.03265948457,3,2000
26163005154,19804,"Detroit-Dearborn-Livonia, MI",3.03274707354,3,2000
26163005247,19804,"Detroit-Dearborn-Livonia, MI",3.03284579168,3,2000
34017000172,35614,"New York-Jersey City-White Plains, NY-NJ",3.03331979581,3,2000
06037001873,31084,"Los Angeles-Long Beach-Glendale, CA",3.03334349319,3,2000
36005000446,35614,"New York-Jersey City-White Plains, NY-NJ",3.03373191788,3,2000
36085000097,35614,"New York-Jersey City-White Plains, NY-NJ",3.0337642569,3,2000
44007000111,39300,"Providence-Warwick, RI-MA",3.03387226078,3,2000
27053001040,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.03387460275,3,2000
06037002319,31084,"Los Angeles-Long Beach-Glendale, CA",3.03400607202,3,2000
39153510301,10420,"Akron, OH",3.03428354583,3,2000
39099008001,49660,"Youngstown-Warren-Boardman, OH-PA",3.03457754206,3,2000
39151007003,15940,"Canton-Massillon, OH",3.0347787357,3,2000
36081065701,35614,"New York-Jersey City-White Plains, NY-NJ",3.03486962816,3,2000
34013000151,35084,"Newark, NJ-PA",3.03509225696,3,2000
39113000039,19380,"Dayton, OH",3.0351221651,3,2000
33011000005,31700,"Manchester-Nashua, NH",3.03517866785,3,2000
39049001820,18140,"Columbus, OH",3.03627970833,3,2000
12103000206,45300,"Tampa-St. Petersburg-Clearwater, FL",3.03639929932,3,2000
39035001215,17460,"Cleveland-Elyria, OH",3.03647447338,3,2000
06037702202,31084,"Los Angeles-Long Beach-Glendale, CA",3.03648472686,3,2000
26163005702,19804,"Detroit-Dearborn-Livonia, MI",3.03660079933,3,2000
26163005807,19804,"Detroit-Dearborn-Livonia, MI",3.03664651084,3,2000
34039000366,35084,"Newark, NJ-PA",3.03695008434,3,2000
31055000052,36540,"Omaha-Council Bluffs, NE-IA",3.03695456985,3,2000
19013001701,47940,"Waterloo-Cedar Falls, IA",3.03711209313,3,2000
34017000171,35614,"New York-Jersey City-White Plains, NY-NJ",3.03719300737,3,2000
36065021402,46540,"Utica-Rome, NY",3.03734453618,3,2000
27123000317,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.03741380251,3,2000
17031008155,16974,"Chicago-Naperville-Arlington Heights, IL",3.03755439944,3,2000
54039000005,16620,"Charleston, WV",3.03768504115,3,2000
17031006907,16974,"Chicago-Naperville-Arlington Heights, IL",3.03792235047,3,2000
04013114402,38060,"Phoenix-Mesa-Scottsdale, AZ",3.03797051644,3,2000
39095000018,45780,"Toledo, OH",3.03844775143,3,2000
09009351601,35300,"New Haven-Milford, CT",3.03847906405,3,2000
36005000448,35614,"New York-Jersey City-White Plains, NY-NJ",3.03854427189,3,2000
01073000050,13820,"Birmingham-Hoover, AL",3.0385945478,3,2000
34013000126,35084,"Newark, NJ-PA",3.03873968052,3,2000
26025000016,12980,"Battle Creek, MI",3.03887535809,3,2000
06037191610,31084,"Los Angeles-Long Beach-Glendale, CA",3.03908914871,3,2000
42133000004,49620,"York-Hanover, PA",3.03929553821,3,2000
18035000013,34620,"Muncie, IN",3.03968202698,3,2000
42101000192,37964,"Philadelphia, PA",3.0397637673,3,2000
17031008235,16974,"Chicago-Naperville-Arlington Heights, IL",3.03977537237,3,2000
26163005704,19804,"Detroit-Dearborn-Livonia, MI",3.0398357349,3,2000
26163005545,19804,"Detroit-Dearborn-Livonia, MI",3.03987902621,3,2000
36081000153,35614,"New York-Jersey City-White Plains, NY-NJ",3.03992243338,3,2000
25025000922,14454,"Boston, MA",3.03998181375,3,2000
25017003414,15764,"Cambridge-Newton-Framingham, MA",3.03999118452,3,2000
06019000006,23420,"Fresno, CA",3.03999312114,3,2000
55079000185,33340,"Milwaukee-Waukesha-West Allis, WI",3.04042445721,3,2000
42101000171,37964,"Philadelphia, PA",3.04083727286,3,2000
36005000430,35614,"New York-Jersey City-White Plains, NY-NJ",3.04084817064,3,2000
17089008543,20994,"Elgin, IL",3.04112205238,3,2000
36047000262,35614,"New York-Jersey City-White Plains, NY-NJ",3.04131281573,3,2000
36081000330,35614,"New York-Jersey City-White Plains, NY-NJ",3.04149924403,3,2000
39035001524,17460,"Cleveland-Elyria, OH",3.04189759485,3,2000
51740002118,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",3.04201358068,3,2000
36047000794,35614,"New York-Jersey City-White Plains, NY-NJ",3.04205974336,3,2000
39035101101,17460,"Cleveland-Elyria, OH",3.0424148052,3,2000
17031002904,16974,"Chicago-Naperville-Arlington Heights, IL",3.04263966496,3,2000
51760000108,40060,"Richmond, VA",3.04267871216,3,2000
26163005701,19804,"Detroit-Dearborn-Livonia, MI",3.04275140032,3,2000
17031005704,16974,"Chicago-Naperville-Arlington Heights, IL",3.04304237764,3,2000
25013008110,44140,"Springfield, MA",3.04307364476,3,2000
54011000101,26580,"Huntington-Ashland, WV-KY-OH",3.04322485741,3,2000
06037601402,31084,"Los Angeles-Long Beach-Glendale, CA",3.04327758234,3,2000
06037240010,31084,"Los Angeles-Long Beach-Glendale, CA",3.04343957,3,2000
06075000206,41884,"San Francisco-Redwood City-South San Francisco, CA",3.04372265218,3,2000
26099002566,47664,"Warren-Troy-Farmington Hills, MI",3.04372269639,3,2000
18097003506,26900,"Indianapolis-Carmel-Anderson, IN",3.0438519626,3,2000
09009001425,35300,"New Haven-Milford, CT",3.04390051974,3,2000
12103000220,45300,"Tampa-St. Petersburg-Clearwater, FL",3.04406405233,3,2000
34039000324,35084,"Newark, NJ-PA",3.04406970323,3,2000
36055000032,40380,"Rochester, NY",3.04410489144,3,2000
18097003425,26900,"Indianapolis-Carmel-Anderson, IN",3.04420788266,3,2000
17031001905,16974,"Chicago-Naperville-Arlington Heights, IL",3.04423460762,3,2000
36081001463,35614,"New York-Jersey City-White Plains, NY-NJ",3.04431442901,3,2000
36081000347,35614,"New York-Jersey City-White Plains, NY-NJ",3.04432676225,3,2000
36047117202,35614,"New York-Jersey City-White Plains, NY-NJ",3.04521462155,3,2000
36047000366,35614,"New York-Jersey City-White Plains, NY-NJ",3.04535003071,3,2000
47157000008,32820,"Memphis, TN-MS-AR",3.04540454085,3,2000
06037221301,31084,"Los Angeles-Long Beach-Glendale, CA",3.04544980231,3,2000
34017000144,35614,"New York-Jersey City-White Plains, NY-NJ",3.04564564101,3,2000
53063000020,44060,"Spokane-Spokane Valley, WA",3.04565211837,3,2000
18097003532,26900,"Indianapolis-Carmel-Anderson, IN",3.04589650233,3,2000
17143000015,37900,"Peoria, IL",3.04594025088,3,2000
18097003505,26900,"Indianapolis-Carmel-Anderson, IN",3.04747117099,3,2000
06037192410,31084,"Los Angeles-Long Beach-Glendale, CA",3.04769184685,3,2000
55025000019,31540,"Madison, WI",3.04771666749,3,2000
34013000113,35084,"Newark, NJ-PA",3.047961098,3,2000
36081000837,35614,"New York-Jersey City-White Plains, NY-NJ",3.04830169376,3,2000
18163000019,21780,"Evansville, IN-KY",3.04835489519,3,2000
39099008030,49660,"Youngstown-Warren-Boardman, OH-PA",3.04840837604,3,2000
13121000062,12060,"Atlanta-Sandy Springs-Roswell, GA",3.04841795495,3,2000
47065000001,16860,"Chattanooga, TN-GA",3.04848280209,3,2000
25025000601,14454,"Boston, MA",3.04879657756,3,2000
25025000601,14454,"Boston, MA",3.04879657756,3,2000
26065000002,29620,"Lansing-East Lansing, MI",3.04912202228,3,2000
55025001701,31540,"Madison, WI",3.04939972446,3,2000
17031006906,16974,"Chicago-Naperville-Arlington Heights, IL",3.04940941204,3,2000
36085000009,35614,"New York-Jersey City-White Plains, NY-NJ",3.04943030338,3,2000
42101000213,37964,"Philadelphia, PA",3.04957015559,3,2000
26065004403,29620,"Lansing-East Lansing, MI",3.04992071761,3,2000
06075025403,41884,"San Francisco-Redwood City-South San Francisco, CA",3.05002854898,3,2000
42091202604,33874,"Montgomery County-Bucks County-Chester County, PA",3.05004146737,3,2000
42101000078,37964,"Philadelphia, PA",3.05026331216,3,2000
22071000099,35380,"New Orleans-Metairie, LA",3.05065718819,3,2000
21111004301,31140,"Louisville/Jefferson County, KY-IN",3.05077446599,3,2000
22071000103,35380,"New Orleans-Metairie, LA",3.05100535664,3,2000
29510001157,41180,"St. Louis, MO-IL",3.05122098916,3,2000
06037005731,31084,"Los Angeles-Long Beach-Glendale, CA",3.05124274704,3,2000
13089000207,12060,"Atlanta-Sandy Springs-Roswell, GA",3.05136089807,3,2000
22071000108,35380,"New Orleans-Metairie, LA",3.05143209909,3,2000
26163005705,19804,"Detroit-Dearborn-Livonia, MI",3.05160075389,3,2000
06037002737,31084,"Los Angeles-Long Beach-Glendale, CA",3.05164935529,3,2000
36005000408,35614,"New York-Jersey City-White Plains, NY-NJ",3.05171855986,3,2000
39035001018,17460,"Cleveland-Elyria, OH",3.0517237254,3,2000
36029000002,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",3.05186701338,3,2000
17031000303,16974,"Chicago-Naperville-Arlington Heights, IL",3.05192478666,3,2000
25009002609,15764,"Cambridge-Newton-Framingham, MA",3.05224041142,3,2000
29095000070,28140,"Kansas City, MO-KS",3.0522823003,3,2000
34013000120,35084,"Newark, NJ-PA",3.05235428144,3,2000
36047000090,35614,"New York-Jersey City-White Plains, NY-NJ",3.05249613821,3,2000
17031005804,16974,"Chicago-Naperville-Arlington Heights, IL",3.05269724012,3,2000
34017000130,35614,"New York-Jersey City-White Plains, NY-NJ",3.0530494317,3,2000
27053001071,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.05330057032,3,2000
26163005326,19804,"Detroit-Dearborn-Livonia, MI",3.05376971626,3,2000
39049005820,18140,"Columbus, OH",3.0541630159,3,2000
19193000012,43580,"Sioux City, IA-NE-SD",3.05445314519,3,2000
36047000890,35614,"New York-Jersey City-White Plains, NY-NJ",3.05460311653,3,2000
06037404401,31084,"Los Angeles-Long Beach-Glendale, CA",3.05470405797,3,2000
17031002706,16974,"Chicago-Naperville-Arlington Heights, IL",3.05494626812,3,2000
06037002731,31084,"Los Angeles-Long Beach-Glendale, CA",3.05501569759,3,2000
42003000406,38300,"Pittsburgh, PA",3.05522128575,3,2000
36061000065,35614,"New York-Jersey City-White Plains, NY-NJ",3.05527228962,3,2000
25009208101,15764,"Cambridge-Newton-Framingham, MA",3.05540514753,3,2000
34017000052,35614,"New York-Jersey City-White Plains, NY-NJ",3.05540635753,3,2000
39035001038,17460,"Cleveland-Elyria, OH",3.05555195112,3,2000
18089000207,23844,"Gary, IN",3.05562766107,3,2000
42021000004,27780,"Johnstown, PA",3.05588561408,3,2000
36081000861,35614,"New York-Jersey City-White Plains, NY-NJ",3.0559802198,3,2000
36081103201,35614,"New York-Jersey City-White Plains, NY-NJ",3.05602453868,3,2000
17031002917,16974,"Chicago-Naperville-Arlington Heights, IL",3.05615077397,3,2000
36061014402,35614,"New York-Jersey City-White Plains, NY-NJ",3.05624201966,3,2000
36081000158,35614,"New York-Jersey City-White Plains, NY-NJ",3.05671343658,3,2000
06037002372,31084,"Los Angeles-Long Beach-Glendale, CA",3.05764916192,3,2000
06037002222,31084,"Los Angeles-Long Beach-Glendale, CA",3.05775159265,3,2000
36047000222,35614,"New York-Jersey City-White Plains, NY-NJ",3.05832808822,3,2000
36047000197,35614,"New York-Jersey City-White Plains, NY-NJ",3.05837726517,3,2000
36015000011,21300,"Elmira, NY",3.05898906574,3,2000
06077002701,44700,"Stockton-Lodi, CA",3.05948345611,3,2000
39023000010,44220,"Springfield, OH",3.06000729369,3,2000
36005039902,35614,"New York-Jersey City-White Plains, NY-NJ",3.06028941597,3,2000
21111000010,31140,"Louisville/Jefferson County, KY-IN",3.06102203437,3,2000
48029001507,41700,"San Antonio-New Braunfels, TX",3.06116116909,3,2000
37067000009,49180,"Winston-Salem, NC",3.06118135204,3,2000
39153005053,10420,"Akron, OH",3.06146375963,3,2000
36005000378,35614,"New York-Jersey City-White Plains, NY-NJ",3.06177021491,3,2000
36085009601,35614,"New York-Jersey City-White Plains, NY-NJ",3.06181308571,3,2000
17163005006,41180,"St. Louis, MO-IL",3.0619238271500002,3,2000
36005000432,35614,"New York-Jersey City-White Plains, NY-NJ",3.06197608288,3,2000
40109001046,36420,"Oklahoma City, OK",3.06215185676,3,2000
54039000012,16620,"Charleston, WV",3.06215250654,3,2000
25017003501,15764,"Cambridge-Newton-Framingham, MA",3.06269751854,3,2000
34013000014,35084,"Newark, NJ-PA",3.06284837998,3,2000
34017000152,35614,"New York-Jersey City-White Plains, NY-NJ",3.06290211557,3,2000
06037433301,31084,"Los Angeles-Long Beach-Glendale, CA",3.06311110948,3,2000
26163005940,19804,"Detroit-Dearborn-Livonia, MI",3.06343563134,3,2000
34013000006,35084,"Newark, NJ-PA",3.06449488596,3,2000
37119000003,16740,"Charlotte-Concord-Gastonia, NC-SC",3.06452159704,3,2000
47037000176,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",3.06465459729,3,2000
25017003688,15764,"Cambridge-Newton-Framingham, MA",3.06496581097,3,2000
26163005066,19804,"Detroit-Dearborn-Livonia, MI",3.06529917264,3,2000
36055000069,40380,"Rochester, NY",3.06594702673,3,2000
18097003551,26900,"Indianapolis-Carmel-Anderson, IN",3.06681064468,3,2000
34013000141,35084,"Newark, NJ-PA",3.06702499839,3,2000
42101000243,37964,"Philadelphia, PA",3.06705376648,3,2000
36081065702,35614,"New York-Jersey City-White Plains, NY-NJ",3.06716699143,3,2000
36005000394,35614,"New York-Jersey City-White Plains, NY-NJ",3.06739422797,3,2000
36081000099,35614,"New York-Jersey City-White Plains, NY-NJ",3.06804985,3,2000
26163005141,19804,"Detroit-Dearborn-Livonia, MI",3.06839757548,3,2000
18097320301,26900,"Indianapolis-Carmel-Anderson, IN",3.06839993367,3,2000
18097003555,26900,"Indianapolis-Carmel-Anderson, IN",3.06865892711,3,2000
06037002219,31084,"Los Angeles-Long Beach-Glendale, CA",3.06883135607,3,2000
48439001029,23104,"Fort Worth-Arlington, TX",3.06886244007,3,2000
36081000117,35614,"New York-Jersey City-White Plains, NY-NJ",3.06898161601,3,2000
36081000187,35614,"New York-Jersey City-White Plains, NY-NJ",3.06903865379,3,2000
25017003529,15764,"Cambridge-Newton-Framingham, MA",3.06906405055,3,2000
05119000010,30780,"Little Rock-North Little Rock-Conway, AR",3.06908013982,3,2000
36081000654,35614,"New York-Jersey City-White Plains, NY-NJ",3.06943955809,3,2000
27053000077,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.07169143122,3,2000
51760000604,40060,"Richmond, VA",3.07173913244,3,2000
53053000623,45104,"Tacoma-Lakewood, WA",3.07244881073,3,2000
06085005012,41940,"San Jose-Sunnyvale-Santa Clara, CA",3.07263074079,3,2000
09009003512,35300,"New Haven-Milford, CT",3.07279461754,3,2000
20209000406,28140,"Kansas City, MO-KS",3.07374724384,3,2000
42073000002,0,0,3.07411124709,3,2000
36047000216,35614,"New York-Jersey City-White Plains, NY-NJ",3.07434044482,3,2000
42003000708,38300,"Pittsburgh, PA",3.07447803228,3,2000
26163005139,19804,"Detroit-Dearborn-Livonia, MI",3.07481466932,3,2000
34001000119,12100,"Atlantic City-Hammonton, NJ",3.07512015187,3,2000
36029000017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",3.07517886265,3,2000
06037213401,31084,"Los Angeles-Long Beach-Glendale, CA",3.07534108914,3,2000
39153005025,10420,"Akron, OH",3.07544787948,3,2000
27053000033,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.07567103392,3,2000
48113001502,19124,"Dallas-Plano-Irving, TX",3.07570835904,3,2000
39035152502,17460,"Cleveland-Elyria, OH",3.07589344131,3,2000
18097003614,26900,"Indianapolis-Carmel-Anderson, IN",3.07612244201,3,2000
42091201704,33874,"Montgomery County-Bucks County-Chester County, PA",3.07623300861,3,2000
51770000002,40220,"Roanoke, VA",3.07683021178,3,2000
12103022901,45300,"Tampa-St. Petersburg-Clearwater, FL",3.07699466092,3,2000
55079000148,33340,"Milwaukee-Waukesha-West Allis, WI",3.07730139793,3,2000
06037001956,31084,"Los Angeles-Long Beach-Glendale, CA",3.07746037635,3,2000
06001004228,36084,"Oakland-Hayward-Berkeley, CA",3.07776319035,3,2000
06019000005,23420,"Fresno, CA",3.07781633726,3,2000
36055000066,40380,"Rochester, NY",3.07839754698,3,2000
12031000019,27260,"Jacksonville, FL",3.0786227217,3,2000
17197008821,16974,"Chicago-Naperville-Arlington Heights, IL",3.07866569005,3,2000
42133000007,49620,"York-Hanover, PA",3.07896493608,3,2000
39035001518,17460,"Cleveland-Elyria, OH",3.07939533693,3,2000
34013000050,35084,"Newark, NJ-PA",3.07944352673,3,2000
36081000465,35614,"New York-Jersey City-White Plains, NY-NJ",3.07948267222,3,2000
18097342101,26900,"Indianapolis-Carmel-Anderson, IN",3.07949813018,3,2000
13121000058,12060,"Atlanta-Sandy Springs-Roswell, GA",3.07986835082,3,2000
36081000422,35614,"New York-Jersey City-White Plains, NY-NJ",3.08000319796,3,2000
26163005312,19804,"Detroit-Dearborn-Livonia, MI",3.08001088808,3,2000
12086006602,33124,"Miami-Miami Beach-Kendall, FL",3.08009354751,3,2000
31055000016,36540,"Omaha-Council Bluffs, NE-IA",3.0803576653999998,3,2000
29510001186,41180,"St. Louis, MO-IL",3.08068342106,3,2000
09001000201,14860,"Bridgeport-Stamford-Norwalk, CT",3.08160394116,3,2000
06037701602,31084,"Los Angeles-Long Beach-Glendale, CA",3.08164652908,3,2000
36005011502,35614,"New York-Jersey City-White Plains, NY-NJ",3.08182278291,3,2000
42003001203,38300,"Pittsburgh, PA",3.0822519267,3,2000
42043000214,25420,"Harrisburg-Carlisle, PA",3.08237685573,3,2000
17031004310,16974,"Chicago-Naperville-Arlington Heights, IL",3.08260152761,3,2000
21111000004,31140,"Louisville/Jefferson County, KY-IN",3.08293608765,3,2000
06001004071,36084,"Oakland-Hayward-Berkeley, CA",3.08366649556,3,2000
39035001055,17460,"Cleveland-Elyria, OH",3.08439159542,3,2000
25023005111,14454,"Boston, MA",3.08444235049,3,2000
48113000089,19124,"Dallas-Plano-Irving, TX",3.08466211172,3,2000
49035001006,41620,"Salt Lake City, UT",3.0848205996,3,2000
09009003501,35300,"New Haven-Milford, CT",3.08517327876,3,2000
09003005108,25540,"Hartford-West Hartford-East Hartford, CT",3.08603548305,3,2000
25017003511,15764,"Cambridge-Newton-Framingham, MA",3.0861584491,3,2000
18003000027,23060,"Fort Wayne, IN",3.08658149832,3,2000
36047000405,35614,"New York-Jersey City-White Plains, NY-NJ",3.08670427718,3,2000
34017000159,35614,"New York-Jersey City-White Plains, NY-NJ",3.08697472459,3,2000
55079001004,33340,"Milwaukee-Waukesha-West Allis, WI",3.08703643827,3,2000
06037481101,31084,"Los Angeles-Long Beach-Glendale, CA",3.08746863237,3,2000
42013001004,11020,"Altoona, PA",3.08789854848,3,2000
39153005019,10420,"Akron, OH",3.08790670543,3,2000
36047000161,35614,"New York-Jersey City-White Plains, NY-NJ",3.08797364271,3,2000
12086006302,33124,"Miami-Miami Beach-Kendall, FL",3.08823382673,3,2000
17031004406,16974,"Chicago-Naperville-Arlington Heights, IL",3.08872316214,3,2000
36081000366,35614,"New York-Jersey City-White Plains, NY-NJ",3.0891033821,3,2000
34013000136,35084,"Newark, NJ-PA",3.08921736724,3,2000
55139000008,36780,"Oshkosh-Neenah, WI",3.0893470526,3,2000
53033000115,42644,"Seattle-Bellevue-Everett, WA",3.08965142683,3,2000
22071000050,35380,"New Orleans-Metairie, LA",3.08967260003,3,2000
42133000104,49620,"York-Hanover, PA",3.09009733863,3,2000
06019000011,23420,"Fresno, CA",3.09055668571,3,2000
25025000913,14454,"Boston, MA",3.09066063123,3,2000
34039000307,35084,"Newark, NJ-PA",3.09081418043,3,2000
37063000301,20500,"Durham-Chapel Hill, NC",3.09097096285,3,2000
42013001003,11020,"Altoona, PA",3.09124092365,3,2000
39035001023,17460,"Cleveland-Elyria, OH",3.0918204722,3,2000
12086001103,33124,"Miami-Miami Beach-Kendall, FL",3.0919699091,3,2000
36081000859,35614,"New York-Jersey City-White Plains, NY-NJ",3.09237057374,3,2000
20209000413,28140,"Kansas City, MO-KS",3.09239348434,3,2000
33011000003,31700,"Manchester-Nashua, NH",3.0928167121,3,2000
17031004204,16974,"Chicago-Naperville-Arlington Heights, IL",3.09284890246,3,2000
27053000038,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.09296480759,3,2000
36081000463,35614,"New York-Jersey City-White Plains, NY-NJ",3.09323952167,3,2000
26065000001,29620,"Lansing-East Lansing, MI",3.0936083887,3,2000
36005000392,35614,"New York-Jersey City-White Plains, NY-NJ",3.09426832363,3,2000
18097003550,26900,"Indianapolis-Carmel-Anderson, IN",3.09471493076,3,2000
42003004250,38300,"Pittsburgh, PA",3.0947272173,3,2000
21111007602,31140,"Louisville/Jefferson County, KY-IN",3.09475024439,3,2000
34013000181,35084,"Newark, NJ-PA",3.09592811675,3,2000
09003005032,25540,"Hartford-West Hartford-East Hartford, CT",3.09595472394,3,2000
48029001506,41700,"San Antonio-New Braunfels, TX",3.09608009047,3,2000
47065000006,16860,"Chattanooga, TN-GA",3.09623257423,3,2000
36005000426,35614,"New York-Jersey City-White Plains, NY-NJ",3.09638966398,3,2000
25025000903,14454,"Boston, MA",3.09703599158,3,2000
06037002407,31084,"Los Angeles-Long Beach-Glendale, CA",3.0971761146,3,2000
36081000459,35614,"New York-Jersey City-White Plains, NY-NJ",3.09726120769,3,2000
36119000036,35614,"New York-Jersey City-White Plains, NY-NJ",3.09737857252,3,2000
41051000048,38900,"Portland-Vancouver-Hillsboro, OR-WA",3.09873394245,3,2000
25025000511,14454,"Boston, MA",3.09914301763,3,2000
39153005067,10420,"Akron, OH",3.09916396676,3,2000
06037002373,31084,"Los Angeles-Long Beach-Glendale, CA",3.0996133594,3,2000
